player_id,name,card_year,denominator,n_listings,n_auctions,n_fixed,price_min,price_p25,price_median,price_mean,price_p75,price_max,top_listing_url,top_listing_title,has_market,p_MLB_DEBUT,p_ESTABLISHED_MLB,p_ALL_STAR_ONCE,p_ELITE,composite_score,composite_score_raw,grade,percentile,cur_level,is_international,draft_round,draft_pick
draft_2021_garrett_hawkins_r9p280,Garrett Hawkins,2022,0,0,0,0,,,,,,,,,0,0.6785,0.0565,,,1.01,1.045,A,0.9724,AAA,0,9,280
draft_2021_garrett_hawkins_r9p280,Garrett Hawkins,2022,99,0,0,0,,,,,,,,,0,0.6785,0.0565,,,1.01,1.045,A,0.9724,AAA,0,9,280
draft_2021_garrett_hawkins_r9p280,Garrett Hawkins,2022,499,0,0,0,,,,,,,,,0,0.6785,0.0565,,,1.01,1.045,A,0.9724,AAA,0,9,280
draft_2021_kyler_fedko_r12p369,Kyler Fedko,2022,0,11,0,11,10.0,24.99,40.0,43.196363636363635,68.0,68.0,https://www.ebay.com/itm/389040128956?_skw=%22Kyler+Fedko%22+1st+Bowman+Chrome+auto&hash=item5a949943bc:g:Mb0AAeSwcIFo3fDv,Kyler Fedko 2023 Bowman 1st Chrome Prospect Auto #CPA-KF Autograph Twins,1,0.7743,0.0675,,,1.056,1.045,A,0.9727,AAA,0,12,369
draft_2021_kyler_fedko_r12p369,Kyler Fedko,2022,99,2,0,2,213.0,214.7475,216.495,216.495,218.2425,219.99,https://www.ebay.com/itm/125990135326?_skw=%22Kyler+Fedko%22+1st+Bowman+Chrome+auto&hash=item1d5598e61e:g:QtwAAOSwN4NkmC7h,2023 Bowman Chrome GREEN REFRACTOR 1st PROSPECT ROOKIE AUTO Kyler Fedko 97/99,1,0.7743,0.0675,,,1.056,1.045,A,0.9727,AAA,0,12,369
draft_2021_kyler_fedko_r12p369,Kyler Fedko,2022,499,7,0,7,19.99,19.99,24.99,49.85142857142857,88.0,88.0,https://www.ebay.com/itm/267668393063?_skw=%22Kyler+Fedko%22+1st+Bowman+Chrome+auto&hash=item3e52478c67:g:29MAAeSw5D5qBEsd,Kyler Fedko 2023 Bowman Chrome 1st Auto Refractor /499 Twins ,1,0.7743,0.0675,,,1.056,1.045,A,0.9727,AAA,0,12,369
draft_2023_levi_wells_r4p118,Levi Wells,2024,0,1,0,1,8.99,8.99,8.99,8.99,8.99,8.99,https://www.ebay.com/itm/306291749999?_skw=%22Levi+Wells%22+1st+Bowman+Chrome+auto&hash=item475069346f:g:itEAAeSwSdJoHCO6,2023 Bowman Draft Levi Wells Signed IP Auto 1st Chrome #BDC-92 Baltimore Orioles,1,0.6435,0.0584,,,1.008,1.045,A,0.9726,AAA,0,4,118
draft_2023_levi_wells_r4p118,Levi Wells,2024,99,0,0,0,,,,,,,,,0,0.6435,0.0584,,,1.008,1.045,A,0.9726,AAA,0,4,118
draft_2023_levi_wells_r4p118,Levi Wells,2024,499,0,0,0,,,,,,,,,0,0.6435,0.0584,,,1.008,1.045,A,0.9726,AAA,0,4,118
draft_2023_drew_cavanaugh_r17p510,Drew Cavanaugh,2024,0,0,0,0,,,,,,,,,0,0.7298,0.0448,,,1.007,1.045,A,0.9723,AAA,0,17,510
draft_2023_drew_cavanaugh_r17p510,Drew Cavanaugh,2024,99,0,0,0,,,,,,,,,0,0.7298,0.0448,,,1.007,1.045,A,0.9723,AAA,0,17,510
draft_2023_drew_cavanaugh_r17p510,Drew Cavanaugh,2024,499,0,0,0,,,,,,,,,0,0.7298,0.0448,,,1.007,1.045,A,0.9723,AAA,0,17,510
draft_2024_ben_mclaughlin_r9p284,Ben McLaughlin,2025,0,0,0,0,,,,,,,,,0,0.6941,0.0707,,,1.032,1.045,A,0.9721,AA,0,9,284
draft_2024_ben_mclaughlin_r9p284,Ben McLaughlin,2025,99,0,0,0,,,,,,,,,0,0.6941,0.0707,,,1.032,1.045,A,0.9721,AA,0,9,284
draft_2024_ben_mclaughlin_r9p284,Ben McLaughlin,2025,499,0,0,0,,,,,,,,,0,0.6941,0.0707,,,1.032,1.045,A,0.9721,AA,0,9,284
draft_2022_owen_murphy_r1p20,Owen Murphy,2023,0,6,0,6,14.99,38.0,38.0,35.33,38.0,44.99,https://www.ebay.com/itm/335491241551?_skw=%22Owen+Murphy%22+1st+Bowman+Chrome+auto&hash=item4e1cd6164f:g:hWoAAOSwl~lmmHsg,NON AUTO 2022 Bowman Chrome 1st Owen Murphy Refractor SP Braves Silver ROOKIE C1,1,0.7623,0.0436,,,1.03,1.044,A,0.972,AAA,0,1,20
draft_2022_owen_murphy_r1p20,Owen Murphy,2023,99,1,0,1,299.99,299.99,299.99,299.99,299.99,299.99,https://www.ebay.com/itm/226662609817?_skw=%22Owen+Murphy%22+1st+Bowman+Chrome+auto&hash=item34c624f399:g:bI8AAeSwn5xn4Tmn,2022 Bowman Draft Chrome #CDA-OM 1st Owen Murphy Green Refractor Auto /99 PSA 10,1,0.7623,0.0436,,,1.03,1.044,A,0.972,AAA,0,1,20
draft_2022_owen_murphy_r1p20,Owen Murphy,2023,499,6,0,6,70.0,70.0,70.0,72.49833333333333,70.0,84.99,https://www.ebay.com/itm/127832386501?_skw=%22Owen+Murphy%22+1st+Bowman+Chrome+auto&hash=item1dc3676bc5:g:vr8AAeSwU9Bp74hz,2022 Bowman Draft Chrome Owen Murphy 1st Refractor Auto /499 Rookie RC #CDA-OM,1,0.7623,0.0436,,,1.03,1.044,A,0.972,AAA,0,1,20
draft_2023_juaron_watts-brown_r3p89,Juaron Watts-Brown,2024,0,0,0,0,,,,,,,,,0,0.904,0.0464,,,1.154,1.043,A,0.9718,AA,0,3,89
draft_2023_juaron_watts-brown_r3p89,Juaron Watts-Brown,2024,99,0,0,0,,,,,,,,,0,0.904,0.0464,,,1.154,1.043,A,0.9718,AA,0,3,89
draft_2023_juaron_watts-brown_r3p89,Juaron Watts-Brown,2024,499,0,0,0,,,,,,,,,0,0.904,0.0464,,,1.154,1.043,A,0.9718,AA,0,3,89
draft_2017_sam_carlson_r2p55,Sam Carlson,2018,0,8,0,8,1.49,2.7475,3.495,12.18125,25.4975,29.99,https://www.ebay.com/itm/166906466226?_skw=%22Sam+Carlson%22+1st+Bowman+Chrome+auto&hash=item26dc668fb2:g:BFcAAOSwuxNmsuqn,2017 Bowman Draft Sam Carlson 1st Bowman Non-Chrome Auto Signed IP Dodgers,1,0.8484,0.0384,,,1.085,1.042,A,0.9717,AAA,0,2,55
draft_2017_sam_carlson_r2p55,Sam Carlson,2018,99,1,0,1,19.99,19.99,19.99,19.99,19.99,19.99,https://www.ebay.com/itm/256981371269?_skw=%22Sam+Carlson%22+1st+Bowman+Chrome+auto&hash=item3bd5488985:g:LfUAAeSw3tRoUvy~,(10) 2017 Bowman Chrome SAM CARLSON Green /99 Purple /250 Refractor 1st Auto Lot,1,0.8484,0.0384,,,1.085,1.042,A,0.9717,AAA,0,2,55
draft_2017_sam_carlson_r2p55,Sam Carlson,2018,499,3,0,3,5.0,16.5,28.0,27.663333333333334,38.995000000000005,49.99,https://www.ebay.com/itm/374813096336?_skw=%22Sam+Carlson%22+1st+Bowman+Chrome+auto&hash=item574499f990:g:E34AAOSwpAVksZBm,2017 Bowman Chrome Prospects SAM CARLSON 1st Refractor Rookie Auto /499 Mariners,1,0.8484,0.0384,,,1.085,1.042,A,0.9717,AAA,0,2,55
draft_2021_ben_kudrna_r2p43,Ben Kudrna,2022,0,0,0,0,,,,,,,,,0,0.5793,0.0704,,,1.028,1.038,A,0.9715,AAA,0,2,43
draft_2021_ben_kudrna_r2p43,Ben Kudrna,2022,99,0,0,0,,,,,,,,,0,0.5793,0.0704,,,1.028,1.038,A,0.9715,AAA,0,2,43
draft_2021_ben_kudrna_r2p43,Ben Kudrna,2022,499,0,0,0,,,,,,,,,0,0.5793,0.0704,,,1.028,1.038,A,0.9715,AAA,0,2,43
draft_2023_tate_kuehner_r7p212,Tate Kuehner,2024,0,0,0,0,,,,,,,,,0,0.6607,0.0532,,,0.991,1.037,A,0.9714,AAA,0,7,212
draft_2023_tate_kuehner_r7p212,Tate Kuehner,2024,99,0,0,0,,,,,,,,,0,0.6607,0.0532,,,0.991,1.037,A,0.9714,AAA,0,7,212
draft_2023_tate_kuehner_r7p212,Tate Kuehner,2024,499,0,0,0,,,,,,,,,0,0.6607,0.0532,,,0.991,1.037,A,0.9714,AAA,0,7,212
draft_2020_nick_garcia_r3p79,Nick Garcia,2021,0,8,0,8,3.0,3.9725,12.469999999999999,15.1025,26.24,29.99,https://www.ebay.com/itm/145783687990?_skw=%22Nick+Garcia%22+1st+Bowman+Chrome+auto&hash=item21f1628b36:g:LFMAAOSwCGJmSM~4,2020 Bowman Chrome Draft Nick Garcia 1st RC Rookie Card Signed IP Auto Pirates,1,0.7273,0.0421,,,0.987,1.035,A,0.9712,AAA,0,3,79
draft_2020_nick_garcia_r3p79,Nick Garcia,2021,99,0,0,0,,,,,,,,,0,0.7273,0.0421,,,0.987,1.035,A,0.9712,AAA,0,3,79
draft_2020_nick_garcia_r3p79,Nick Garcia,2021,499,13,0,13,3.99,4.99,9.99,15.823076923076924,15.99,69.99,https://www.ebay.com/itm/127431869576?_skw=%22Nick+Garcia%22+1st+Bowman+Chrome+auto&hash=item1dab880488:g:2zcAAeSwwt5o7tKt,2020 Bowman Chrome 1st Auto Refractor Nick Garcia Pittsburgh Pirates /499,1,0.7273,0.0421,,,0.987,1.035,A,0.9712,AAA,0,3,79
draft_2021_christian_franklin_r4p123,Christian Franklin,2022,0,15,0,15,7.99,9.49,12.99,15.258,18.99,35.0,https://www.ebay.com/itm/358440541905?_skw=%22Christian+Franklin%22+1st+Bowman+Chrome+auto&hash=item5374b89ed1:g:vL8AAeSwfLxp3E7k,2022 Bowman | Christian Franklin | 1st Bowman Chrome Auto | Cubs,1,0.6218,0.0934,,,1.036,1.034,A,0.9709,AAA,0,4,123
draft_2021_christian_franklin_r4p123,Christian Franklin,2022,99,1,0,1,35.0,35.0,35.0,35.0,35.0,35.0,https://www.ebay.com/itm/176401667480?_skw=%22Christian+Franklin%22+1st+Bowman+Chrome+auto&hash=item29125bd598:g:Id8AAOSwsJdj-TcR,Christian Franklin *ISA 9* Auto 2022 1st Bowman Chrome 13/99 Green #CPA-CF Cubs,1,0.6218,0.0934,,,1.036,1.034,A,0.9709,AAA,0,4,123
draft_2021_christian_franklin_r4p123,Christian Franklin,2022,499,6,0,6,29.99,29.99,29.99,36.656666666666666,44.99,49.99,https://www.ebay.com/itm/134358949599?_skw=%22Christian+Franklin%22+1st+Bowman+Chrome+auto&hash=item1f486adedf:g:JV8AAOSwnThjk4YP,Christian Franklin 2022 1st Bowman Chrome Refractor Auto #/499 W/ Mag Cubs,1,0.6218,0.0934,,,1.036,1.034,A,0.9709,AAA,0,4,123
draft_2022_mikey_romero_r1p24,Mikey Romero,2023,0,1,0,1,239.0,239.0,239.0,239.0,239.0,239.0,https://www.ebay.com/itm/137188113801?_skw=%22Mikey+Romero%22+1st+Bowman+Chrome+auto&hash=item1ff10c7d89:g:ErIAAeSw6sppzZW4,PSA 10 Mikey Romero 2022 Bowman Draft Chrome 1st Auto RC #CDA-MR - Gem Mint,1,0.5655,0.0942,,,1.053,1.034,A,0.9711,AAA,0,1,24
draft_2022_mikey_romero_r1p24,Mikey Romero,2023,99,0,0,0,,,,,,,,,0,0.5655,0.0942,,,1.053,1.034,A,0.9711,AAA,0,1,24
draft_2022_mikey_romero_r1p24,Mikey Romero,2023,499,0,0,0,,,,,,,,,0,0.5655,0.0942,,,1.053,1.034,A,0.9711,AAA,0,1,24
ifa_800571,Santiago Suarez,2022,0,0,0,0,,,,,,,,,0,0.5235,0.1079,,,1.111,1.034,A,0.9707,AA,1,,
ifa_800571,Santiago Suarez,2022,99,0,0,0,,,,,,,,,0,0.5235,0.1079,,,1.111,1.034,A,0.9707,AA,1,,
ifa_800571,Santiago Suarez,2022,499,0,0,0,,,,,,,,,0,0.5235,0.1079,,,1.111,1.034,A,0.9707,AA,1,,
draft_2022_collin_price_r6p193,Collin Price,2023,0,0,0,0,,,,,,,,,0,0.7728,0.0397,,,1.007,1.033,A,0.9706,AAA,0,6,193
draft_2022_collin_price_r6p193,Collin Price,2023,99,0,0,0,,,,,,,,,0,0.7728,0.0397,,,1.007,1.033,A,0.9706,AAA,0,6,193
draft_2022_collin_price_r6p193,Collin Price,2023,499,0,0,0,,,,,,,,,0,0.7728,0.0397,,,1.007,1.033,A,0.9706,AAA,0,6,193
draft_2019_jack_ralston_r7p215,Jack Ralston,2020,0,0,0,0,,,,,,,,,0,0.7419,0.0394,,,0.984,1.032,A,0.9704,AAA,0,7,215
draft_2019_jack_ralston_r7p215,Jack Ralston,2020,99,0,0,0,,,,,,,,,0,0.7419,0.0394,,,0.984,1.032,A,0.9704,AAA,0,7,215
draft_2019_jack_ralston_r7p215,Jack Ralston,2020,499,0,0,0,,,,,,,,,0,0.7419,0.0394,,,0.984,1.032,A,0.9704,AAA,0,7,215
draft_2023_carson_roccaforte_r2p66,Carson Roccaforte,2024,0,7,0,7,12.99,22.5,29.95,43.988571428571426,59.989999999999995,100.0,https://www.ebay.com/itm/156031467345?_skw=%22Carson+Roccaforte%22+1st+Bowman+Chrome+auto&hash=item2454333f51:g:3K0AAOSw2~JltnWB,2023 BOWMAN CHROME DRAFT 1ST CARSON ROCCAFORTE BASE ROYALS AUTO,1,0.6814,0.0633,,,0.994,1.029,A,0.9703,AA,0,2,66
draft_2023_carson_roccaforte_r2p66,Carson Roccaforte,2024,99,2,0,2,45.0,46.2475,47.495000000000005,47.495000000000005,48.7425,49.99,https://www.ebay.com/itm/157890442383?_skw=%22Carson+Roccaforte%22+1st+Bowman+Chrome+auto&hash=item24c300f48f:g:02sAAeSwqUtp-8T8,2023 Bowman Chrome Draft 1st Carson Roccaforte True Green Refractor Auto #59/99,1,0.6814,0.0633,,,0.994,1.029,A,0.9703,AA,0,2,66
draft_2023_carson_roccaforte_r2p66,Carson Roccaforte,2024,499,3,0,3,20.0,25.0,30.0,36.333333333333336,44.5,59.0,https://www.ebay.com/itm/198291348812?_skw=%22Carson+Roccaforte%22+1st+Bowman+Chrome+auto&hash=item2e2b15dd4c:g:iDUAAeSwNaFp43ru,2023 Bowman Chrome 1st Carson Roccaforte Refractor Auto /499 Kansas City Royals,1,0.6814,0.0633,,,0.994,1.029,A,0.9703,AA,0,2,66
draft_2023_colton_ledbetter_r2p55,Colton Ledbetter,2024,0,16,0,16,9.95,14.24,22.494999999999997,38.25875,45.739999999999995,100.0,https://www.ebay.com/itm/266835151084?_skw=%22Colton+Ledbetter%22+1st+Bowman+Chrome+auto&hash=item3e209d48ec:g:1MIAAOSwZidmVlMi,2023 Bowman Draft Chrome Auto Colton Ledbetter 1st Bowman Tampa Bay Rays,1,0.6156,0.0946,,,1.029,1.028,A,0.9701,AAA,0,2,55
draft_2023_colton_ledbetter_r2p55,Colton Ledbetter,2024,99,3,0,3,68.59,69.28999999999999,69.99,96.19333333333333,109.995,150.0,https://www.ebay.com/itm/389640969539?_skw=%22Colton+Ledbetter%22+1st+Bowman+Chrome+auto&hash=item5ab8695d43:g:5EkAAeSwws5plecv,2023 Bowman Chrome Draft Colton Ledbetter 1st Green Refractor Auto #02/99,1,0.6156,0.0946,,,1.029,1.028,A,0.9701,AAA,0,2,55
draft_2023_colton_ledbetter_r2p55,Colton Ledbetter,2024,499,4,0,4,19.99,34.99,44.99,52.49,62.489999999999995,99.99,https://www.ebay.com/itm/336566810209?_skw=%22Colton+Ledbetter%22+1st+Bowman+Chrome+auto&hash=item4e5cf1f661:g:BrIAAeSwLQ1p99lT,COLTON LEDBETTER 2023 1st Bowman Draft - Chrome Prospect AUTO /499,1,0.6156,0.0946,,,1.029,1.028,A,0.9701,AAA,0,2,55
draft_2019_kody_hoese_r1p25,Kody Hoese,2020,0,26,0,26,3.99,6.9799999999999995,20.884999999999998,49.63384615384616,59.99,229.0,https://www.ebay.com/itm/366395287750?_skw=%22Kody+Hoese%22+1st+Bowman+Chrome+auto&hash=item554edc68c6:g:0MUAAeSwSzpp~TUV,2019 Bowman Draft Chrome 1st Prospect Auto Kody Hoese #CDA-KH Dodgers,1,0.716,0.0444,,,0.971,1.027,A,0.97,AAA,0,1,25
draft_2019_kody_hoese_r1p25,Kody Hoese,2020,99,1,0,1,59.99,59.99,59.99,59.99,59.99,59.99,https://www.ebay.com/itm/264573804977?_skw=%22Kody+Hoese%22+1st+Bowman+Chrome+auto&hash=item3d99d3e1b1:g:GL4AAOSwrcReCsvz,KODY HOESE AUTO 1st 2019 Bowman Chrome Draft Autograph GREEN REFRACTOR #/99 RC,1,0.716,0.0444,,,0.971,1.027,A,0.97,AAA,0,1,25
draft_2019_kody_hoese_r1p25,Kody Hoese,2020,499,4,0,4,14.95,37.48,55.989999999999995,56.73,75.24,99.99,https://www.ebay.com/itm/126242459819?_skw=%22Kody+Hoese%22+1st+Bowman+Chrome+auto&hash=item1d64a310ab:g:uMsAAOSwjBplgK5U,2019 Bowman Chrome Draft Kody Hoese 1st Bowman Refractor Auto 239/499 #CDA-KH,1,0.716,0.0444,,,0.971,1.027,A,0.97,AAA,0,1,25
draft_2019_jase_bowen_r11p334,Jase Bowen,2020,0,3,0,3,9.99,15.989999999999998,21.99,21.66,27.494999999999997,33.0,https://www.ebay.com/itm/267352400280?_skw=%22Jase+Bowen%22+1st+Bowman+Chrome+auto&hash=item3e3f71e198:g:DFcAAeSwrF9ojxUy,2023 Bowman Chrome Prospects Jase Bowen Auto Pittsburgh Pirates #BCP-146 1st,1,0.6981,0.0521,,,0.961,1.025,A,0.9698,AAA,0,11,334
draft_2019_jase_bowen_r11p334,Jase Bowen,2020,99,2,0,2,79.99,96.47999999999999,112.97,112.97,129.45999999999998,145.95,https://www.ebay.com/itm/397840439896?_skw=%22Jase+Bowen%22+1st+Bowman+Chrome+auto&hash=item5ca1235a58:g:FZkAAeSwtV5p3rky,JASE BOWEN AUTO 1st 2023 Bowman Chrome Green Refractor /99,1,0.6981,0.0521,,,0.961,1.025,A,0.9698,AAA,0,11,334
draft_2019_jase_bowen_r11p334,Jase Bowen,2020,499,3,0,3,25.0,32.495000000000005,39.99,37.61,43.915000000000006,47.84,https://www.ebay.com/itm/358522693847?_skw=%22Jase+Bowen%22+1st+Bowman+Chrome+auto&hash=item53799e28d7:g:yMQAAeSwKRRp-kPI,2023 Bowman Chrome Jase Bowen 1st RC Auto Refractor /499 SP CPA-JBN Pirates,1,0.6981,0.0521,,,0.961,1.025,A,0.9698,AAA,0,11,334
draft_2025_zachary_root_r1p40,Zachary Root,2026,0,0,0,0,,,,,,,,,0,0.4629,0.0128,,,0.658,1.023,A,0.9697,A+,0,1,40
draft_2025_zachary_root_r1p40,Zachary Root,2026,99,0,0,0,,,,,,,,,0,0.4629,0.0128,,,0.658,1.023,A,0.9697,A+,0,1,40
draft_2025_zachary_root_r1p40,Zachary Root,2026,499,0,0,0,,,,,,,,,0,0.4629,0.0128,,,0.658,1.023,A,0.9697,A+,0,1,40
draft_2023_yohandy_morales_r2p40,Yohandy Morales,2024,0,13,0,13,5.99,12.99,29.99,41.255384615384614,49.99,129.96,https://www.ebay.com/itm/127820377754?_skw=%22Yohandy+Morales%22+1st+Bowman+Chrome+auto&hash=item1dc2b02e9a:g:9LQAAeSwnxZp5jKN,2024 Bowman Chrome Yohandy Morales 1st Chrome Signed IP AUTO #BCP-52 Nationals,1,0.8873,0.0547,,,1.082,1.022,A,0.9695,AAA,0,2,40
draft_2023_yohandy_morales_r2p40,Yohandy Morales,2024,99,13,0,13,69.99,99.99,99.99,135.98692307692306,125.0,399.0,https://www.ebay.com/itm/316436244542?_skw=%22Yohandy+Morales%22+1st+Bowman+Chrome+auto&hash=item49ad11e83e:g:8JMAAeSwU1lnxqUF,2024 Bowman 1st Bowman Chrome Green Grass Auto Yohandy Morales 44/99,1,0.8873,0.0547,,,1.082,1.022,A,0.9695,AAA,0,2,40
draft_2023_yohandy_morales_r2p40,Yohandy Morales,2024,499,7,0,7,49.99,62.989999999999995,89.99,107.02,116.595,249.99,https://www.ebay.com/itm/116412617314?_skw=%22Yohandy+Morales%22+1st+Bowman+Chrome+auto&hash=item1b1abb9262:g:jd0AAOSw-nNnUrZB,YOHANDY MORALES 2024 BOWMAN CHROME 1ST REFRACTOR AUTOGRAPH AUTO 269/499,1,0.8873,0.0547,,,1.082,1.022,A,0.9695,AAA,0,2,40
draft_2021_aaron_zavala_r2p38,Aaron Zavala,2022,0,23,0,23,2.91,15.89,24.99,29.066086956521737,34.5,99.99,https://www.ebay.com/itm/389838442720?_skw=%22Aaron+Zavala%22+1st+Bowman+Chrome+auto&hash=item5ac42e90e0:g:qF4AAeSwwaxpzx86,2021 Bowman Draft Aaron Zavala Chrome Auto 1st Prospect Rangers,1,0.6484,0.0542,,,0.969,1.019,A,0.9694,AAA,0,2,38
draft_2021_aaron_zavala_r2p38,Aaron Zavala,2022,99,0,0,0,,,,,,,,,0,0.6484,0.0542,,,0.969,1.019,A,0.9694,AAA,0,2,38
draft_2021_aaron_zavala_r2p38,Aaron Zavala,2022,499,6,0,6,34.99,34.99,35.495000000000005,52.25333333333334,37.5,134.55,https://www.ebay.com/itm/116153149793?_skw=%22Aaron+Zavala%22+1st+Bowman+Chrome+auto&hash=item1b0b446961:g:pgQAAOSw5CllWtIX,AARON ZAVALA 2021 1st Bowman Chrome Draft Refractor Auto /499 RC Rangers,1,0.6484,0.0542,,,0.969,1.019,A,0.9694,AAA,0,2,38
draft_2024_khal_stephen_r2p59,Khal Stephen,2025,0,1,1,1,50.0,50.0,50.0,50.0,50.0,50.0,https://www.ebay.com/itm/287328454788?_skw=%22Khal+Stephen%22+1st+Bowman+Chrome+auto&hash=item42e61c4884:g:Q6cAAeSw7txox2f8,KHAL STEPHEN AUTO 1st BOWMAN See Pics! MINT-gem CHROME ,1,0.6576,0.0666,,,0.983,1.018,A,0.9692,AA,0,2,59
draft_2024_khal_stephen_r2p59,Khal Stephen,2025,99,1,0,1,90.0,90.0,90.0,90.0,90.0,90.0,https://www.ebay.com/itm/397851726069?_skw=%22Khal+Stephen%22+1st+Bowman+Chrome+auto&hash=item5ca1cf90f5:g:T3kAAeSwQdhp4q~C,Khal Stephen 1st AUTO Green Refractor /99 2024 Bowman Draft Chrome #CPA-KS,1,0.6576,0.0666,,,0.983,1.018,A,0.9692,AA,0,2,59
draft_2024_khal_stephen_r2p59,Khal Stephen,2025,499,5,0,5,49.99,69.99,75.0,82.996,75.0,145.0,https://www.ebay.com/itm/257129350257?_skw=%22Khal+Stephen%22+1st+Bowman+Chrome+auto&hash=item3bde1a8471:g:PxkAAeSwWxpo2HoG,2024 Bowman Draft Chrome - Khal Stephen 1st Auto Refractor /499 PSA 8,1,0.6576,0.0666,,,0.983,1.018,A,0.9692,AA,0,2,59
draft_2022_ivan_melendez_r2p43,Ivan Melendez,2023,0,22,0,22,9.99,29.99,49.99,55.680454545454545,73.74249999999999,149.95,https://www.ebay.com/itm/186639671211?_skw=%22Ivan+Melendez%22+1st+Bowman+Chrome+auto&hash=item2b74975fab:g:MuAAAOSwdftmwiL6,2022 Bowman Chrome Ivan Melendez 1st Auto Signed Rookie RC Card -...,1,0.6731,0.0578,,,0.963,1.015,A,0.9687,AAA,0,2,43
draft_2022_ivan_melendez_r2p43,Ivan Melendez,2023,99,0,0,0,,,,,,,,,0,0.6731,0.0578,,,0.963,1.015,A,0.9687,AAA,0,2,43
draft_2022_ivan_melendez_r2p43,Ivan Melendez,2023,499,7,0,7,29.99,30.994999999999997,49.99,65.27714285714286,82.49,149.99,https://www.ebay.com/itm/317153148974?_skw=%22Ivan+Melendez%22+1st+Bowman+Chrome+auto&hash=item49d7cd002e:g:lkQAAeSw1Clok~QE,2022 Bowman Draft Chrome 1st Ivan Melendez AUTO Refractor /499 Diamondbacks ,1,0.6731,0.0578,,,0.963,1.015,A,0.9687,AAA,0,2,43
draft_2023_brock_rodden_r5p160,Brock Rodden,2024,0,14,0,14,7.99,14.9925,17.58,23.00857142857143,28.7475,64.69,https://www.ebay.com/itm/198349087949?_skw=%22Brock+Rodden%22+1st+Bowman+Chrome+auto&hash=item2e2e86e4cd:g:LfQAAeSwM4ZqAtG1,2023 Bowman Chrome Draft BROCK RODDEN auto - RC - 1st - Seattle Mariners,1,0.6654,0.0453,,,0.928,1.015,A,0.9689,AAA,0,5,160
draft_2023_brock_rodden_r5p160,Brock Rodden,2024,99,0,0,0,,,,,,,,,0,0.6654,0.0453,,,0.928,1.015,A,0.9689,AAA,0,5,160
draft_2023_brock_rodden_r5p160,Brock Rodden,2024,499,1,0,1,29.99,29.99,29.99,29.99,29.99,29.99,https://www.ebay.com/itm/375522580929?_skw=%22Brock+Rodden%22+1st+Bowman+Chrome+auto&hash=item576ee3d9c1:g:nNYAAOSwzg1miEyt,Brock Rodden 2023 Bowman Draft Chrome 1st Refractor Auto /499 Seattle Mariners,1,0.6654,0.0453,,,0.928,1.015,A,0.9689,AAA,0,5,160
draft_2023_will_bush_r16p494,Will Bush,2024,0,5,0,5,9.99,12.95,14.99,18.948,21.81,35.0,https://www.ebay.com/itm/397880809087?_skw=%22Will+Bush%22+1st+Bowman+Chrome+auto&hash=item5ca38b567f:g:Px0AAeSw--9p7V4o,2024 Bowman Baseball Chrome Will Bush Auto #CPA-WB 1st Prospect Houston Astros,1,0.6415,0.0521,,,0.901,1.015,A,0.969,AA,0,16,494
draft_2023_will_bush_r16p494,Will Bush,2024,99,1,0,1,39.99,39.99,39.99,39.99,39.99,39.99,https://www.ebay.com/itm/389975748365?_skw=%22Will+Bush%22+1st+Bowman+Chrome+auto&hash=item5acc5daf0d:g:VBQAAeSwi69p-QB3,2024 Bowman Chrome WILL BUSH RC AUTO 1st Green Refractor #/99 Astros,1,0.6415,0.0521,,,0.901,1.015,A,0.969,AA,0,16,494
draft_2023_will_bush_r16p494,Will Bush,2024,499,2,0,2,10.73,20.5475,30.365000000000002,30.365000000000002,40.1825,50.0,https://www.ebay.com/itm/375698884692?_skw=%22Will+Bush%22+1st+Bowman+Chrome+auto&hash=item5779660854:g:bwgAAOSw15JnBMZo,Will Bush 2024 Bowman Chrome CPA-WB 1st Auto Refractor RC 45/499,1,0.6415,0.0521,,,0.901,1.015,A,0.969,AA,0,16,494
draft_2022_caleb_ricketts_r7p212,Caleb Ricketts,2023,0,0,0,0,,,,,,,,,0,0.6478,0.0634,,,0.969,1.01,A,0.9686,AAA,0,7,212
draft_2022_caleb_ricketts_r7p212,Caleb Ricketts,2023,99,0,0,0,,,,,,,,,0,0.6478,0.0634,,,0.969,1.01,A,0.9686,AAA,0,7,212
draft_2022_caleb_ricketts_r7p212,Caleb Ricketts,2023,499,0,0,0,,,,,,,,,0,0.6478,0.0634,,,0.969,1.01,A,0.9686,AAA,0,7,212
draft_2024_josh_hartle_r3p83,Josh Hartle,2025,0,0,0,0,,,,,,,,,0,0.6176,0.0559,,,0.967,1.009,A,0.9684,AA,0,3,83
draft_2024_josh_hartle_r3p83,Josh Hartle,2025,99,0,0,0,,,,,,,,,0,0.6176,0.0559,,,0.967,1.009,A,0.9684,AA,0,3,83
draft_2024_josh_hartle_r3p83,Josh Hartle,2025,499,0,0,0,,,,,,,,,0,0.6176,0.0559,,,0.967,1.009,A,0.9684,AA,0,3,83
ifa_691186,Arol Vera,2021,0,28,0,28,1.76,3.9800000000000004,5.495,16.041071428571428,12.2475,75.0,https://www.ebay.com/itm/147226733565?_skw=%22Arol+Vera%22+1st+Bowman+Chrome+auto&hash=item224765abfd:g:-AgAAeSwtDdpxq09,2021 Bowman Chrome Arol Vera Auto 1st Prospect #CPA-AVE Angels,1,0.3694,0.2099,,,1.167,1.007,A,0.9683,AA,1,,
